title,text,label,text_length,title_length,num_words,num_sentences,label_numeric
Bata nagpakita ng telekinetic powers sa paaralan,Bata nagpakita ng telekinetic powers sa paaralan. Ang balitang ito ay mabilis na kumalat sa social media. Ito ay nagpapakita ng pagkakaisa ng mga mamamayan.,FAKE,156,48,25,3,0
BFP nagsagawa ng fire drill sa Quezon City,BFP nagsagawa ng fire drill sa Quezon City. Ito ay nagpapakita ng pagkakaisa ng mga mamamayan. Isinasaalang-alang ng pamahalaan ang mga susunod na hakbang.,REAL,155,42,24,3,1
Nagsalita ang estatwa ni Bonifacio sa gabi ng bagyo,Nagsalita ang estatwa ni Bonifacio sa gabi ng bagyo. Pinabulaanan ito ng ilang opisyal matapos ang imbestigasyon. Ito ay nagpapakita ng pagkakaisa ng mga mamamayan.,FAKE,164,51,25,3,0
"Dahon ng mangga, ginawang cellphone charger","Dahon ng mangga, ginawang cellphone charger. Hindi pa matukoy kung gaano katotoo ang insidente. Ang balitang ito ay mabilis na kumalat sa social media.",FAKE,151,43,24,3,0
Bata nagpakita ng telekinetic powers sa paaralan,Bata nagpakita ng telekinetic powers sa paaralan. Ang balitang ito ay mabilis na kumalat sa social media. Inaasahang maglalabas ng pahayag ang ahensya ngayong linggo.,FAKE,166,48,25,3,0
BFP nagsagawa ng fire drill sa Quezon City,"BFP nagsagawa ng fire drill sa Quezon City. Pinabulaanan ito ng ilang opisyal matapos ang imbestigasyon. Ayon sa ulat, maraming residente ang nakasaksi sa pangyayari.",REAL,166,42,25,3,1
Libreng sakay sa mga estudyante ipapatupad simula Hulyo,Libreng sakay sa mga estudyante ipapatupad simula Hulyo. Inaasahang maglalabas ng pahayag ang ahensya ngayong linggo. Ang balitang ito ay mabilis na kumalat sa social media.,REAL,173,55,26,3,1
BFP nagsagawa ng fire drill sa Quezon City,BFP nagsagawa ng fire drill sa Quezon City. Hindi pa matukoy kung gaano katotoo ang insidente. Nagpahayag ng suporta ang ilang opisyal ukol dito.,REAL,145,42,24,3,1
DOH: Patuloy ang pagbaba ng kaso ng COVID-19,DOH: Patuloy ang pagbaba ng kaso ng COVID-19. Ang balitang ito ay mabilis na kumalat sa social media. Ito ay bahagi ng patuloy na programa ng pamahalaan.,REAL,153,44,27,3,1
Pangulo nag-anunsyo ng bagong proyekto para sa edukasyon,Pangulo nag-anunsyo ng bagong proyekto para sa edukasyon. Pinabulaanan ito ng ilang opisyal matapos ang imbestigasyon. Ito ay nakumpirma ng mga eksperto sa lugar.,REAL,162,56,24,3,1
DA: Sapat ang suplay ng bigas sa susunod na tatlong buwan,DA: Sapat ang suplay ng bigas sa susunod na tatlong buwan. Inaasahang maglalabas ng pahayag ang ahensya ngayong linggo. Ito ay bahagi ng patuloy na programa ng pamahalaan.,REAL,171,57,28,3,1
"Pagtaas ng sahod ng guro, isinulong sa Kongreso","Pagtaas ng sahod ng guro, isinulong sa Kongreso. Ito ay bahagi ng patuloy na programa ng pamahalaan. Ito ay nakumpirma ng mga eksperto sa lugar.",REAL,144,47,25,3,1
Mga kabataan nagtanim ng puno sa tree planting activity,Mga kabataan nagtanim ng puno sa tree planting activity. Nagpahayag ng suporta ang ilang opisyal ukol dito. Isinasaalang-alang ng pamahalaan ang mga susunod na hakbang.,REAL,168,55,25,3,1
Higante umano nakita sa bundok ng Sierra Madre,Higante umano nakita sa bundok ng Sierra Madre. Hindi pa matukoy kung gaano katotoo ang insidente. Inaasahang maglalabas ng pahayag ang ahensya ngayong linggo.,FAKE,159,46,24,3,0
May nilalang na lumitaw sa ilog sa Iloilo,May nilalang na lumitaw sa ilog sa Iloilo. Hindi pa matukoy kung gaano katotoo ang insidente. Pinabulaanan ito ng ilang opisyal matapos ang imbestigasyon.,FAKE,154,41,24,3,0
PhilHealth naglunsad ng bagong online portal,PhilHealth naglunsad ng bagong online portal. Inaasahang maglalabas ng pahayag ang ahensya ngayong linggo. Ito ay bahagi ng patuloy na programa ng pamahalaan.,REAL,158,44,23,3,1
Bata nagpakita ng telekinetic powers sa paaralan,Bata nagpakita ng telekinetic powers sa paaralan. Pinabulaanan ito ng ilang opisyal matapos ang imbestigasyon. Isinasaalang-alang ng pamahalaan ang mga susunod na hakbang.,FAKE,171,48,23,3,0
DOH: Patuloy ang pagbaba ng kaso ng COVID-19,DOH: Patuloy ang pagbaba ng kaso ng COVID-19. Nagpahayag ng suporta ang ilang opisyal ukol dito. Ito ay bahagi ng patuloy na programa ng pamahalaan.,REAL,148,44,25,3,1
May bagong planeta na natagpuan malapit sa Pilipinas,May bagong planeta na natagpuan malapit sa Pilipinas. Ito ay nagpapakita ng pagkakaisa ng mga mamamayan. Ito ay nagpapakita ng pagkakaisa ng mga mamamayan.,FAKE,155,52,24,3,0
PNP: Mas pinaigting na seguridad sa Metro Manila,PNP: Mas pinaigting na seguridad sa Metro Manila. Ito ay nakumpirma ng mga eksperto sa lugar. Nagpahayag ng suporta ang ilang opisyal ukol dito.,REAL,144,48,24,3,1
Saging kayang gamutin ang lahat ng sakit ayon sa eksperto,Saging kayang gamutin ang lahat ng sakit ayon sa eksperto. Ang balitang ito ay mabilis na kumalat sa social media. Inaasahang maglalabas ng pahayag ang ahensya ngayong linggo.,FAKE,175,57,28,3,0
PhilHealth naglunsad ng bagong online portal,PhilHealth naglunsad ng bagong online portal. Inaasahang maglalabas ng pahayag ang ahensya ngayong linggo. Ito ay nagpapakita ng pagkakaisa ng mga mamamayan.,REAL,157,44,22,3,1
PhilHealth naglunsad ng bagong online portal,"PhilHealth naglunsad ng bagong online portal. Ito ay nagpapakita ng pagkakaisa ng mga mamamayan. Ayon sa ulat, maraming residente ang nakasaksi sa pangyayari.",REAL,158,44,23,3,1
"Pagtaas ng sahod ng guro, isinulong sa Kongreso","Pagtaas ng sahod ng guro, isinulong sa Kongreso. Nagpahayag ng suporta ang ilang opisyal ukol dito. Ito ay nakumpirma ng mga eksperto sa lugar.",REAL,143,47,24,3,1
May bagong planeta na natagpuan malapit sa Pilipinas,"May bagong planeta na natagpuan malapit sa Pilipinas. Ayon sa ulat, maraming residente ang nakasaksi sa pangyayari. Ito ay nagpapakita ng pagkakaisa ng mga mamamayan.",FAKE,166,52,25,3,0
Saging kayang gamutin ang lahat ng sakit ayon sa eksperto,Saging kayang gamutin ang lahat ng sakit ayon sa eksperto. Hindi pa matukoy kung gaano katotoo ang insidente. Isinasaalang-alang ng pamahalaan ang mga susunod na hakbang.,FAKE,170,57,26,3,0
"Dahon ng mangga, ginawang cellphone charger","Dahon ng mangga, ginawang cellphone charger. Hindi pa matukoy kung gaano katotoo ang insidente. Pinabulaanan ito ng ilang opisyal matapos ang imbestigasyon.",FAKE,156,43,22,3,0
Nagsalita ang estatwa ni Bonifacio sa gabi ng bagyo,"Nagsalita ang estatwa ni Bonifacio sa gabi ng bagyo. Ayon sa ulat, maraming residente ang nakasaksi sa pangyayari. Ito ay nagpapakita ng pagkakaisa ng mga mamamayan.",FAKE,165,51,26,3,0
Pangulo nag-anunsyo ng bagong proyekto para sa edukasyon,Pangulo nag-anunsyo ng bagong proyekto para sa edukasyon. Ang balitang ito ay mabilis na kumalat sa social media. Ang balitang ito ay mabilis na kumalat sa social media.,REAL,169,56,28,3,1
PNP: Mas pinaigting na seguridad sa Metro Manila,PNP: Mas pinaigting na seguridad sa Metro Manila. Nagpahayag ng suporta ang ilang opisyal ukol dito. Ito ay bahagi ng patuloy na programa ng pamahalaan.,REAL,152,48,25,3,1
"Pagtaas ng sahod ng guro, isinulong sa Kongreso","Pagtaas ng sahod ng guro, isinulong sa Kongreso. Ito ay nagpapakita ng pagkakaisa ng mga mamamayan. Ayon sa ulat, maraming residente ang nakasaksi sa pangyayari.",REAL,161,47,25,3,1
"Dahon ng mangga, ginawang cellphone charger","Dahon ng mangga, ginawang cellphone charger. Pinabulaanan ito ng ilang opisyal matapos ang imbestigasyon. Hindi pa matukoy kung gaano katotoo ang insidente.",FAKE,156,43,22,3,0
BFP nagsagawa ng fire drill sa Quezon City,BFP nagsagawa ng fire drill sa Quezon City. Isinasaalang-alang ng pamahalaan ang mga susunod na hakbang. Ito ay nagpapakita ng pagkakaisa ng mga mamamayan.,REAL,155,42,24,3,1
Higante umano nakita sa bundok ng Sierra Madre,Higante umano nakita sa bundok ng Sierra Madre. Isinasaalang-alang ng pamahalaan ang mga susunod na hakbang. Pinabulaanan ito ng ilang opisyal matapos ang imbestigasyon.,FAKE,169,46,24,3,0
BFP nagsagawa ng fire drill sa Quezon City,BFP nagsagawa ng fire drill sa Quezon City. Pinabulaanan ito ng ilang opisyal matapos ang imbestigasyon. Isinasaalang-alang ng pamahalaan ang mga susunod na hakbang.,REAL,165,42,24,3,1
PNP: Mas pinaigting na seguridad sa Metro Manila,PNP: Mas pinaigting na seguridad sa Metro Manila. Isinasaalang-alang ng pamahalaan ang mga susunod na hakbang. Pinabulaanan ito ng ilang opisyal matapos ang imbestigasyon.,REAL,171,48,24,3,1
Pangulo nag-anunsyo ng bagong proyekto para sa edukasyon,Pangulo nag-anunsyo ng bagong proyekto para sa edukasyon. Ito ay bahagi ng patuloy na programa ng pamahalaan. Ito ay nagpapakita ng pagkakaisa ng mga mamamayan.,REAL,160,56,25,3,1
DOH: Patuloy ang pagbaba ng kaso ng COVID-19,DOH: Patuloy ang pagbaba ng kaso ng COVID-19. Isinasaalang-alang ng pamahalaan ang mga susunod na hakbang. Ito ay nakumpirma ng mga eksperto sa lugar.,REAL,150,44,24,3,1
"Lalaking uminom ng tubig ulan, gumaling sa cancer","Lalaking uminom ng tubig ulan, gumaling sa cancer. Ito ay bahagi ng patuloy na programa ng pamahalaan. Ito ay nagpapakita ng pagkakaisa ng mga mamamayan.",FAKE,153,49,25,3,0
May bagong planeta na natagpuan malapit sa Pilipinas,"May bagong planeta na natagpuan malapit sa Pilipinas. Ito ay nagpapakita ng pagkakaisa ng mga mamamayan. Ayon sa ulat, maraming residente ang nakasaksi sa pangyayari.",FAKE,166,52,25,3,0
Libreng sakay sa mga estudyante ipapatupad simula Hulyo,Libreng sakay sa mga estudyante ipapatupad simula Hulyo. Inaasahang maglalabas ng pahayag ang ahensya ngayong linggo. Ito ay bahagi ng patuloy na programa ng pamahalaan.,REAL,169,55,25,3,1
Bata nagpakita ng telekinetic powers sa paaralan,Bata nagpakita ng telekinetic powers sa paaralan. Ito ay nakumpirma ng mga eksperto sa lugar. Nagpahayag ng suporta ang ilang opisyal ukol dito.,FAKE,144,48,23,3,0
"Lalaking uminom ng tubig ulan, gumaling sa cancer","Lalaking uminom ng tubig ulan, gumaling sa cancer. Hindi pa matukoy kung gaano katotoo ang insidente. Inaasahang maglalabas ng pahayag ang ahensya ngayong linggo.",FAKE,162,49,24,3,0
May bagong planeta na natagpuan malapit sa Pilipinas,May bagong planeta na natagpuan malapit sa Pilipinas. Nagpahayag ng suporta ang ilang opisyal ukol dito. Isinasaalang-alang ng pamahalaan ang mga susunod na hakbang.,FAKE,165,52,24,3,0
Higante umano nakita sa bundok ng Sierra Madre,Higante umano nakita sa bundok ng Sierra Madre. Ito ay nagpapakita ng pagkakaisa ng mga mamamayan. Hindi pa matukoy kung gaano katotoo ang insidente.,FAKE,149,46,24,3,0
Isang barangay biglang naglaho ayon sa ulat,Isang barangay biglang naglaho ayon sa ulat. Ang balitang ito ay mabilis na kumalat sa social media. Ito ay bahagi ng patuloy na programa ng pamahalaan.,FAKE,152,43,26,3,0
Mga kabataan nagtanim ng puno sa tree planting activity,"Mga kabataan nagtanim ng puno sa tree planting activity. Ito ay nagpapakita ng pagkakaisa ng mga mamamayan. Ayon sa ulat, maraming residente ang nakasaksi sa pangyayari.",REAL,169,55,26,3,1
DA: Sapat ang suplay ng bigas sa susunod na tatlong buwan,DA: Sapat ang suplay ng bigas sa susunod na tatlong buwan. Isinasaalang-alang ng pamahalaan ang mga susunod na hakbang. Pinabulaanan ito ng ilang opisyal matapos ang imbestigasyon.,REAL,180,57,27,3,1
"Pagtaas ng sahod ng guro, isinulong sa Kongreso","Pagtaas ng sahod ng guro, isinulong sa Kongreso. Hindi pa matukoy kung gaano katotoo ang insidente. Isinasaalang-alang ng pamahalaan ang mga susunod na hakbang.",REAL,160,47,24,3,1
May nilalang na lumitaw sa ilog sa Iloilo,May nilalang na lumitaw sa ilog sa Iloilo. Pinabulaanan ito ng ilang opisyal matapos ang imbestigasyon. Ang balitang ito ay mabilis na kumalat sa social media.,FAKE,159,41,26,3,0
Pangulo nag-anunsyo ng bagong proyekto para sa edukasyon,Pangulo nag-anunsyo ng bagong proyekto para sa edukasyon. Nagpahayag ng suporta ang ilang opisyal ukol dito. Ito ay bahagi ng patuloy na programa ng pamahalaan.,REAL,160,56,25,3,1
Bayanihan spirit muling nasilayan sa panahon ng kalamidad,"Bayanihan spirit muling nasilayan sa panahon ng kalamidad. Inaasahang maglalabas ng pahayag ang ahensya ngayong linggo. Ayon sa ulat, maraming residente ang nakasaksi sa pangyayari.",REAL,181,57,25,3,1
Buwan umano nahulog sa likod ng Mt. Apo,Buwan umano nahulog sa likod ng Mt. Apo. Ito ay nagpapakita ng pagkakaisa ng mga mamamayan. Ito ay nagpapakita ng pagkakaisa ng mga mamamayan.,FAKE,142,39,24,4,0
DOH: Patuloy ang pagbaba ng kaso ng COVID-19,"DOH: Patuloy ang pagbaba ng kaso ng COVID-19. Nagpahayag ng suporta ang ilang opisyal ukol dito. Ayon sa ulat, maraming residente ang nakasaksi sa pangyayari.",REAL,158,44,25,3,1
BFP nagsagawa ng fire drill sa Quezon City,BFP nagsagawa ng fire drill sa Quezon City. Ito ay nakumpirma ng mga eksperto sa lugar. Ito ay bahagi ng patuloy na programa ng pamahalaan.,REAL,139,42,25,3,1
"Lalaking uminom ng tubig ulan, gumaling sa cancer","Lalaking uminom ng tubig ulan, gumaling sa cancer. Nagpahayag ng suporta ang ilang opisyal ukol dito. Ang balitang ito ay mabilis na kumalat sa social media.",FAKE,157,49,26,3,0
BFP nagsagawa ng fire drill sa Quezon City,BFP nagsagawa ng fire drill sa Quezon City. Ang balitang ito ay mabilis na kumalat sa social media. Nagpahayag ng suporta ang ilang opisyal ukol dito.,REAL,150,42,26,3,1
May nilalang na lumitaw sa ilog sa Iloilo,May nilalang na lumitaw sa ilog sa Iloilo. Pinabulaanan ito ng ilang opisyal matapos ang imbestigasyon. Isinasaalang-alang ng pamahalaan ang mga susunod na hakbang.,FAKE,164,41,24,3,0
PNP: Mas pinaigting na seguridad sa Metro Manila,PNP: Mas pinaigting na seguridad sa Metro Manila. Nagpahayag ng suporta ang ilang opisyal ukol dito. Pinabulaanan ito ng ilang opisyal matapos ang imbestigasyon.,REAL,161,48,24,3,1
PNP: Mas pinaigting na seguridad sa Metro Manila,PNP: Mas pinaigting na seguridad sa Metro Manila. Pinabulaanan ito ng ilang opisyal matapos ang imbestigasyon. Pinabulaanan ito ng ilang opisyal matapos ang imbestigasyon.,REAL,171,48,24,3,1
DOH: Patuloy ang pagbaba ng kaso ng COVID-19,DOH: Patuloy ang pagbaba ng kaso ng COVID-19. Ito ay bahagi ng patuloy na programa ng pamahalaan. Inaasahang maglalabas ng pahayag ang ahensya ngayong linggo.,REAL,158,44,25,3,1
"Dahon ng mangga, ginawang cellphone charger","Dahon ng mangga, ginawang cellphone charger. Nagpahayag ng suporta ang ilang opisyal ukol dito. Ito ay nakumpirma ng mga eksperto sa lugar.",FAKE,139,43,22,3,0
BFP nagsagawa ng fire drill sa Quezon City,BFP nagsagawa ng fire drill sa Quezon City. Inaasahang maglalabas ng pahayag ang ahensya ngayong linggo. Ito ay nagpapakita ng pagkakaisa ng mga mamamayan.,REAL,155,42,24,3,1
Mga kabataan nagtanim ng puno sa tree planting activity,Mga kabataan nagtanim ng puno sa tree planting activity. Ito ay nagpapakita ng pagkakaisa ng mga mamamayan. Ito ay nagpapakita ng pagkakaisa ng mga mamamayan.,REAL,158,55,25,3,1
PhilHealth naglunsad ng bagong online portal,PhilHealth naglunsad ng bagong online portal. Hindi pa matukoy kung gaano katotoo ang insidente. Ito ay nagpapakita ng pagkakaisa ng mga mamamayan.,REAL,147,44,22,3,1
Isang barangay biglang naglaho ayon sa ulat,Isang barangay biglang naglaho ayon sa ulat. Hindi pa matukoy kung gaano katotoo ang insidente. Ang balitang ito ay mabilis na kumalat sa social media.,FAKE,151,43,25,3,0
Nagsalita ang estatwa ni Bonifacio sa gabi ng bagyo,Nagsalita ang estatwa ni Bonifacio sa gabi ng bagyo. Ang balitang ito ay mabilis na kumalat sa social media. Ito ay nagpapakita ng pagkakaisa ng mga mamamayan.,FAKE,159,51,27,3,0
Mga kabataan nagtanim ng puno sa tree planting activity,Mga kabataan nagtanim ng puno sa tree planting activity. Inaasahang maglalabas ng pahayag ang ahensya ngayong linggo. Ito ay bahagi ng patuloy na programa ng pamahalaan.,REAL,169,55,26,3,1
Pangulo nag-anunsyo ng bagong proyekto para sa edukasyon,Pangulo nag-anunsyo ng bagong proyekto para sa edukasyon. Inaasahang maglalabas ng pahayag ang ahensya ngayong linggo. Ito ay bahagi ng patuloy na programa ng pamahalaan.,REAL,170,56,25,3,1
"Dahon ng mangga, ginawang cellphone charger","Dahon ng mangga, ginawang cellphone charger. Pinabulaanan ito ng ilang opisyal matapos ang imbestigasyon. Ayon sa ulat, maraming residente ang nakasaksi sa pangyayari.",FAKE,167,43,23,3,0
May nilalang na lumitaw sa ilog sa Iloilo,May nilalang na lumitaw sa ilog sa Iloilo. Ito ay nakumpirma ng mga eksperto sa lugar. Pinabulaanan ito ng ilang opisyal matapos ang imbestigasyon.,FAKE,147,41,24,3,0
PNP: Mas pinaigting na seguridad sa Metro Manila,"PNP: Mas pinaigting na seguridad sa Metro Manila. Ayon sa ulat, maraming residente ang nakasaksi sa pangyayari. Inaasahang maglalabas ng pahayag ang ahensya ngayong linggo.",REAL,172,48,25,3,1
May nilalang na lumitaw sa ilog sa Iloilo,"May nilalang na lumitaw sa ilog sa Iloilo. Isinasaalang-alang ng pamahalaan ang mga susunod na hakbang. Ayon sa ulat, maraming residente ang nakasaksi sa pangyayari.",FAKE,165,41,25,3,0
Higante umano nakita sa bundok ng Sierra Madre,Higante umano nakita sa bundok ng Sierra Madre. Ito ay bahagi ng patuloy na programa ng pamahalaan. Inaasahang maglalabas ng pahayag ang ahensya ngayong linggo.,FAKE,160,46,25,3,0
Nagsalita ang estatwa ni Bonifacio sa gabi ng bagyo,Nagsalita ang estatwa ni Bonifacio sa gabi ng bagyo. Ito ay nakumpirma ng mga eksperto sa lugar. Hindi pa matukoy kung gaano katotoo ang insidente.,FAKE,147,51,25,3,0
DA: Sapat ang suplay ng bigas sa susunod na tatlong buwan,DA: Sapat ang suplay ng bigas sa susunod na tatlong buwan. Ito ay bahagi ng patuloy na programa ng pamahalaan. Ito ay nagpapakita ng pagkakaisa ng mga mamamayan.,REAL,161,57,28,3,1
Isang barangay biglang naglaho ayon sa ulat,Isang barangay biglang naglaho ayon sa ulat. Ang balitang ito ay mabilis na kumalat sa social media. Ito ay nagpapakita ng pagkakaisa ng mga mamamayan.,FAKE,151,43,25,3,0
Nagsalita ang estatwa ni Bonifacio sa gabi ng bagyo,Nagsalita ang estatwa ni Bonifacio sa gabi ng bagyo. Nagpahayag ng suporta ang ilang opisyal ukol dito. Ito ay nagpapakita ng pagkakaisa ng mga mamamayan.,FAKE,154,51,25,3,0
Higante umano nakita sa bundok ng Sierra Madre,Higante umano nakita sa bundok ng Sierra Madre. Pinabulaanan ito ng ilang opisyal matapos ang imbestigasyon. Ito ay nagpapakita ng pagkakaisa ng mga mamamayan.,FAKE,159,46,24,3,0
May bagong planeta na natagpuan malapit sa Pilipinas,"May bagong planeta na natagpuan malapit sa Pilipinas. Ito ay nagpapakita ng pagkakaisa ng mga mamamayan. Ayon sa ulat, maraming residente ang nakasaksi sa pangyayari.",FAKE,166,52,25,3,0
May nilalang na lumitaw sa ilog sa Iloilo,"May nilalang na lumitaw sa ilog sa Iloilo. Ayon sa ulat, maraming residente ang nakasaksi sa pangyayari. Ito ay nakumpirma ng mga eksperto sa lugar.",FAKE,148,41,25,3,0
"Lalaking uminom ng tubig ulan, gumaling sa cancer","Lalaking uminom ng tubig ulan, gumaling sa cancer. Ito ay bahagi ng patuloy na programa ng pamahalaan. Ang balitang ito ay mabilis na kumalat sa social media.",FAKE,158,49,27,3,0
PNP: Mas pinaigting na seguridad sa Metro Manila,PNP: Mas pinaigting na seguridad sa Metro Manila. Pinabulaanan ito ng ilang opisyal matapos ang imbestigasyon. Ang balitang ito ay mabilis na kumalat sa social media.,REAL,166,48,26,3,1
Buwan umano nahulog sa likod ng Mt. Apo,"Buwan umano nahulog sa likod ng Mt. Apo. Ito ay bahagi ng patuloy na programa ng pamahalaan. Ayon sa ulat, maraming residente ang nakasaksi sa pangyayari.",FAKE,154,39,26,4,0
Saging kayang gamutin ang lahat ng sakit ayon sa eksperto,Saging kayang gamutin ang lahat ng sakit ayon sa eksperto. Ito ay bahagi ng patuloy na programa ng pamahalaan. Ito ay nakumpirma ng mga eksperto sa lugar.,FAKE,154,57,27,3,0
Pangulo nag-anunsyo ng bagong proyekto para sa edukasyon,Pangulo nag-anunsyo ng bagong proyekto para sa edukasyon. Ito ay bahagi ng patuloy na programa ng pamahalaan. Ang balitang ito ay mabilis na kumalat sa social media.,REAL,165,56,27,3,1
"Pagtaas ng sahod ng guro, isinulong sa Kongreso","Pagtaas ng sahod ng guro, isinulong sa Kongreso. Ito ay nagpapakita ng pagkakaisa ng mga mamamayan. Ayon sa ulat, maraming residente ang nakasaksi sa pangyayari.",REAL,161,47,25,3,1
PhilHealth naglunsad ng bagong online portal,PhilHealth naglunsad ng bagong online portal. Nagpahayag ng suporta ang ilang opisyal ukol dito. Ito ay bahagi ng patuloy na programa ng pamahalaan.,REAL,148,44,23,3,1
PNP: Mas pinaigting na seguridad sa Metro Manila,"PNP: Mas pinaigting na seguridad sa Metro Manila. Ayon sa ulat, maraming residente ang nakasaksi sa pangyayari. Ito ay nakumpirma ng mga eksperto sa lugar.",REAL,155,48,25,3,1
PNP: Mas pinaigting na seguridad sa Metro Manila,"PNP: Mas pinaigting na seguridad sa Metro Manila. Ayon sa ulat, maraming residente ang nakasaksi sa pangyayari. Ito ay nagpapakita ng pagkakaisa ng mga mamamayan.",REAL,162,48,25,3,1
"Lalaking uminom ng tubig ulan, gumaling sa cancer","Lalaking uminom ng tubig ulan, gumaling sa cancer. Inaasahang maglalabas ng pahayag ang ahensya ngayong linggo. Ito ay bahagi ng patuloy na programa ng pamahalaan.",FAKE,163,49,25,3,0
"Pagtaas ng sahod ng guro, isinulong sa Kongreso","Pagtaas ng sahod ng guro, isinulong sa Kongreso. Inaasahang maglalabas ng pahayag ang ahensya ngayong linggo. Hindi pa matukoy kung gaano katotoo ang insidente.",REAL,160,47,24,3,1
May bagong planeta na natagpuan malapit sa Pilipinas,May bagong planeta na natagpuan malapit sa Pilipinas. Isinasaalang-alang ng pamahalaan ang mga susunod na hakbang. Ito ay nakumpirma ng mga eksperto sa lugar.,FAKE,158,52,24,3,0
DA: Sapat ang suplay ng bigas sa susunod na tatlong buwan,DA: Sapat ang suplay ng bigas sa susunod na tatlong buwan. Ang balitang ito ay mabilis na kumalat sa social media. Ang balitang ito ay mabilis na kumalat sa social media.,REAL,170,57,31,3,1
Buwan umano nahulog sa likod ng Mt. Apo,Buwan umano nahulog sa likod ng Mt. Apo. Hindi pa matukoy kung gaano katotoo ang insidente. Ito ay nagpapakita ng pagkakaisa ng mga mamamayan.,FAKE,142,39,24,4,0
DA: Sapat ang suplay ng bigas sa susunod na tatlong buwan,DA: Sapat ang suplay ng bigas sa susunod na tatlong buwan. Ito ay nakumpirma ng mga eksperto sa lugar. Ito ay nagpapakita ng pagkakaisa ng mga mamamayan.,REAL,153,57,27,3,1
Mga kabataan nagtanim ng puno sa tree planting activity,"Mga kabataan nagtanim ng puno sa tree planting activity. Ayon sa ulat, maraming residente ang nakasaksi sa pangyayari. Nagpahayag ng suporta ang ilang opisyal ukol dito.",REAL,169,55,26,3,1
"Lalaking uminom ng tubig ulan, gumaling sa cancer","Lalaking uminom ng tubig ulan, gumaling sa cancer. Ayon sa ulat, maraming residente ang nakasaksi sa pangyayari. Ito ay bahagi ng patuloy na programa ng pamahalaan.",FAKE,164,49,26,3,0
"Lalaking uminom ng tubig ulan, gumaling sa cancer","Lalaking uminom ng tubig ulan, gumaling sa cancer. Inaasahang maglalabas ng pahayag ang ahensya ngayong linggo. Nagpahayag ng suporta ang ilang opisyal ukol dito.",FAKE,162,49,24,3,0
PNP: Mas pinaigting na seguridad sa Metro Manila,"PNP: Mas pinaigting na seguridad sa Metro Manila. Isinasaalang-alang ng pamahalaan ang mga susunod na hakbang. Ayon sa ulat, maraming residente ang nakasaksi sa pangyayari.",REAL,172,48,25,3,1
Higante umano nakita sa bundok ng Sierra Madre,Higante umano nakita sa bundok ng Sierra Madre. Hindi pa matukoy kung gaano katotoo ang insidente. Isinasaalang-alang ng pamahalaan ang mga susunod na hakbang.,FAKE,159,46,24,3,0
Higante umano nakita sa bundok ng Sierra Madre,Higante umano nakita sa bundok ng Sierra Madre. Hindi pa matukoy kung gaano katotoo ang insidente. Ito ay bahagi ng patuloy na programa ng pamahalaan.,FAKE,150,46,25,3,0
Libreng sakay sa mga estudyante ipapatupad simula Hulyo,Libreng sakay sa mga estudyante ipapatupad simula Hulyo. Hindi pa matukoy kung gaano katotoo ang insidente. Ang balitang ito ay mabilis na kumalat sa social media.,REAL,163,55,26,3,1
Pangulo nag-anunsyo ng bagong proyekto para sa edukasyon,"Pangulo nag-anunsyo ng bagong proyekto para sa edukasyon. Ayon sa ulat, maraming residente ang nakasaksi sa pangyayari. Inaasahang maglalabas ng pahayag ang ahensya ngayong linggo.",REAL,180,56,25,3,1
DA: Sapat ang suplay ng bigas sa susunod na tatlong buwan,DA: Sapat ang suplay ng bigas sa susunod na tatlong buwan. Nagpahayag ng suporta ang ilang opisyal ukol dito. Nagpahayag ng suporta ang ilang opisyal ukol dito.,REAL,160,57,27,3,1
PhilHealth naglunsad ng bagong online portal,PhilHealth naglunsad ng bagong online portal. Nagpahayag ng suporta ang ilang opisyal ukol dito. Ito ay nakumpirma ng mga eksperto sa lugar.,REAL,140,44,22,3,1
"Pagtaas ng sahod ng guro, isinulong sa Kongreso","Pagtaas ng sahod ng guro, isinulong sa Kongreso. Ito ay nakumpirma ng mga eksperto sa lugar. Inaasahang maglalabas ng pahayag ang ahensya ngayong linggo.",REAL,153,47,24,3,1
DA: Sapat ang suplay ng bigas sa susunod na tatlong buwan,DA: Sapat ang suplay ng bigas sa susunod na tatlong buwan. Isinasaalang-alang ng pamahalaan ang mga susunod na hakbang. Ito ay nakumpirma ng mga eksperto sa lugar.,REAL,163,57,27,3,1
Nagsalita ang estatwa ni Bonifacio sa gabi ng bagyo,"Nagsalita ang estatwa ni Bonifacio sa gabi ng bagyo. Ayon sa ulat, maraming residente ang nakasaksi sa pangyayari. Nagpahayag ng suporta ang ilang opisyal ukol dito.",FAKE,165,51,26,3,0
Isang barangay biglang naglaho ayon sa ulat,Isang barangay biglang naglaho ayon sa ulat. Ito ay nakumpirma ng mga eksperto sa lugar. Ito ay nakumpirma ng mga eksperto sa lugar.,FAKE,132,43,23,3,0
Nagsalita ang estatwa ni Bonifacio sa gabi ng bagyo,Nagsalita ang estatwa ni Bonifacio sa gabi ng bagyo. Ito ay nakumpirma ng mga eksperto sa lugar. Inaasahang maglalabas ng pahayag ang ahensya ngayong linggo.,FAKE,157,51,25,3,0
